T1,T2,T3,T4,T5,T6,final_stability,final_resources,final_workload,final_confidence,floor_hit,tags
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,100,40,60,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Controlled Response,90,50,60,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Protect Reserves,80,60,60,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,60,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,60,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Await Additional Data,Commit Remaining Resources,90,50,55,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Await Additional Data,Controlled Response,80,60,55,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Await Additional Data,Protect Reserves,70,70,55,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Calm),80,60,55,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Pushy),90,50,55,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Immediate Maintenance Programme,Commit Remaining Resources,100,25,45,85,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Immediate Maintenance Programme,Controlled Response,90,35,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Immediate Maintenance Programme,Protect Reserves,80,45,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Calm),90,35,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,25,45,85,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Accept Elevated Risk,Commit Remaining Resources,80,50,45,85,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Accept Elevated Risk,Controlled Response,70,60,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Accept Elevated Risk,Protect Reserves,60,70,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Accept Elevated Risk,Follow AI Rec (Calm),70,60,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Accept Elevated Risk,Follow AI Rec (Pushy),80,50,45,85,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Prioritise Critical Assets,Commit Remaining Resources,100,40,45,85,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Prioritise Critical Assets,Controlled Response,90,50,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Prioritise Critical Assets,Protect Reserves,80,60,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,45,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,45,85,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Await Additional Data,Commit Remaining Resources,90,50,40,85,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Await Additional Data,Controlled Response,80,60,40,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Await Additional Data,Protect Reserves,70,70,40,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Await Additional Data,Follow AI Rec (Calm),80,60,40,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Act Independently,Reassure Public,Await Additional Data,Follow AI Rec (Pushy),90,50,40,85,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Commit Remaining Resources,100,0,35,95,T6:resources,System Collapse
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Controlled Response,90,5,35,90,,System Collapse
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Protect Reserves,80,15,35,90,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Calm),90,5,35,90,,System Collapse
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,0,35,95,T6:resources,System Collapse
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Commit Remaining Resources,80,20,35,95,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Controlled Response,70,30,35,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Protect Reserves,60,40,35,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Calm),70,30,35,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Pushy),80,20,35,95,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Commit Remaining Resources,100,10,35,95,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Controlled Response,90,20,35,90,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Protect Reserves,80,30,35,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Calm),90,20,35,90,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Pushy),100,10,35,95,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Commit Remaining Resources,90,20,30,95,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Controlled Response,80,30,30,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Protect Reserves,70,40,30,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Follow AI Rec (Calm),80,30,30,90,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Launch Visible Response,Await Additional Data,Follow AI Rec (Pushy),90,20,30,95,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Commit Remaining Resources,100,15,35,65,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Controlled Response,90,25,35,60,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Protect Reserves,80,35,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Calm),90,25,35,60,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,15,35,65,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Commit Remaining Resources,80,40,35,65,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Controlled Response,70,50,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Protect Reserves,60,60,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Calm),70,50,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Pushy),80,40,35,65,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Commit Remaining Resources,100,30,35,65,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Controlled Response,90,40,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Protect Reserves,80,50,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Calm),90,40,35,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Pushy),100,30,35,65,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Commit Remaining Resources,90,40,30,65,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Controlled Response,80,50,30,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Protect Reserves,70,60,30,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Follow AI Rec (Calm),80,50,30,60,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Continue Monitoring,Await Additional Data,Follow AI Rec (Pushy),90,40,30,65,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Commit Remaining Resources,100,15,42,80,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,90,25,42,75,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,80,35,42,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),90,25,42,75,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,15,42,80,,Steady Management
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,80,40,42,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,70,50,42,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,60,60,42,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Calm),70,50,42,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Pushy),80,40,42,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,100,30,42,80,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Controlled Response,90,40,42,75,,Controlled Recovery
Request Full AI Analysis,Publish Limited Advisory,Escalate Infrastructure Support,Open Emergency Investigation,Prioritise Critical Assets,Protect Reserves,80,50,42,75,,Controlled Recovery
